,user,artist_name,play_count,artist_url
290,jannar85,Alan Walker,214,https://www.last.fm/music/Alan+Walker

291,jannar85,Jack Savoretti,210,https://www.last.fm/music/Jack+Savoretti

292,jannar85,Sam Smith,210,https://www.last.fm/music/Sam+Smith

293,jannar85,Milky Chance,209,https://www.last.fm/music/Milky+Chance

294,jannar85,John Williams,195,https://www.last.fm/music/John+Williams

295,jannar85,Maroon 5,194,https://www.last.fm/music/Maroon+5

296,jannar85,Thomas Newman,187,https://www.last.fm/music/Thomas+Newman

297,jannar85,Undercatt,187,https://www.last.fm/music/Undercatt

